a0,b1,c2,d3,e4,g5,g6,h7,i8,j9,k10,l11,m12,n13,o14,p15,p16,p17
479,,26632400,55600,,,,26688000,,,,,,535,535,,,
480,,26688000,55600,,,,26743600,,,,,,536,536,,,
481,,26743600,55600,,,,26799200,,,,,,537,537,,,
482,,26799200,55600,,,,26854800,,,,,,538,538,,,
483,,26854800,55600,,,,26910400,,,,,,539,539,,,
484,,26910400,55600,,,,26966000,,,,,,540,540,,,
485,,26966000,55600,,,,27021600,,,,,,541,541,,,
486,,27021600,55600,,,,27077200,,,,,,542,542,,,
487,,27077200,55600,,,,27132800,,,,,,543,543,,,
488,,27132800,55600,,,,27188400,,,,,,544,544,,,
489,,27188400,55600,,,,27244000,,,,,,545,545,,,
490,,27244000,55600,,,,27299600,,,,,,546,546,,,
491,,27299600,55600,,,,27355200,,,,,,547,547,,,
492,,27355200,55600,,,,27410800,,,,,,548,548,,,
493,,27410800,55600,,,,27466400,,,,,,549,549,,,
494,,27466400,55600,,,,27522000,,,,,,550,550,,,
495,,27522000,55600,,,,27577600,,,,,,551,551,,,
496,,27577600,55600,,,,27633200,,,,,,552,552,,,
497,,27633200,55600,,,,27688800,,,,,,553,553,,,
498,,27688800,55600,,,,27744400,,,,,,554,554,,,
499,,27744400,55600,,,,27800000,,,,,,555,555,,,
500,,27800000,55600,,,,27855600,,,,,,556,556,,,
501,,27855600,55600,,,,27911200,,,,,,557,557,,,
502,,27911200,55600,,,,27966800,,,,,,558,558,,,
503,,27966800,55600,,,,28022400,,,,,,559,559,,,
504,,28022400,55600,,,,28078000,,,,,,560,560,,,
505,,28078000,55600,,,,28133600,,,,,,561,561,,,
506,,28133600,55600,,,,28189200,,,,,,562,562,,,
507,,28189200,55600,,,,28244800,,,,,,563,563,,,
508,,28244800,55600,,,,28300400,,,,,,564,564,,,
509,,28300400,55600,,,,28356000,,,,,,565,565,,,
510,,28356000,55600,,,,28411600,,,,,,566,566,,,
511,,28411600,55600,,,,28467200,,,,,,567,567,,,
512,,28467200,55600,,,,28522800,,,,,,568,568,,,
513,,28522800,55600,,,,28578400,,,,,,569,569,,,
514,,28578400,55600,,,,28634000,,,,,,570,570,,,
515,,28634000,55600,,,,28689600,,,,,,571,571,,,
516,,28689600,55600,,,,28745200,,,,,,572,572,,,
517,,28745200,55600,,,,28800800,,,,,,573,573,,,
518,,28800800,55600,,,,28856400,,,,,,574,574,,,
519,,28856400,55600,,,,28912000,,,,,,575,575,,,
520,,28912000,55600,,,,28967600,,,,,,576,576,,,
521,,28967600,55600,,,,29023200,,,,,,577,577,,,
522,,29023200,55600,,,,29078800,,,,,,578,578,,,
523,,29078800,55600,,,,29134400,,,,,,579,579,,,
524,,29134400,55600,,,,29190000,,,,,,580,580,,,
525,,29190000,55600,,,,29245600,,,,,,581,581,,,
526,,29245600,55600,,,,29301200,,,,,,582,582,,,
527,,29301200,55600,,,,29356800,,,,,,583,583,,,
528,,29356800,55600,,,,29412400,,,,,,584,584,,,
529,,29412400,55600,,,,29468000,,,,,,585,585,,,
530,,29468000,55600,,,,29523600,,,,,,586,586,,,
531,,29523600,55600,,,,29579200,,,,,,587,587,,,
532,,29579200,55600,,,,29634800,,,,,,588,588,,,
533,,29634800,55600,,,,29690400,,,,,,589,589,,,
534,,29690400,55600,,,,29746000,,,,,,590,590,,,
535,,29746000,55600,,,,29801600,,,,,,591,591,,,
536,,29801600,55600,,,,29857200,,,,,,592,592,,,
537,,29857200,55600,,,,29912800,,,,,,593,593,,,
538,,29912800,55600,,,,29968400,,,,,,594,594,,,
539,,29968400,55600,,,,30024000,,,,,,595,595,,,
540,,30024000,55600,,,,30079600,,,,,,596,596,,,
541,,30079600,55600,,,,30135200,,,,,,597,597,,,
542,,30135200,55600,,,,30190800,,,,,,598,598,,,
543,,30190800,55600,,,,30246400,,,,,,599,599,,,
544,,30246400,55600,,,,30302000,,,,,,600,600,,,
545,,30302000,55600,,,,30357600,,,,,,601,601,,,
546,,30357600,55600,,,,30413200,,,,,,602,602,,,
547,,30413200,55600,,,,30468800,,,,,,603,603,,,
548,,30468800,55600,,,,30524400,,,,,,604,604,,,
549,,30524400,55600,,,,30580000,,,,,,605,605,,,
550,,30580000,55600,,,,30635600,,,,,,606,606,,,
551,,30635600,55600,,,,30691200,,,,,,607,607,,,
552,,30691200,55600,,,,30746800,,,,,,608,608,,,
553,,30746800,55600,,,,30802400,,,,,,609,609,,,
554,,30802400,55600,,,,30858000,,,,,,610,610,,,
555,,30858000,55600,,,,30913600,,,,,,611,611,,,
556,,30913600,55600,,,,30969200,,,,,,612,612,,,
557,,30969200,55600,,,,31024800,,,,,,613,613,,,
558,,31024800,55600,,,,31080400,,,,,,614,614,,,
559,,31080400,55600,,,,31136000,,,,,,615,615,,,
560,,31136000,55600,,,,31191600,,,,,,616,616,,,
561,,31191600,55600,,,,31247200,,,,,,617,617,,,
562,,31247200,55600,,,,31302800,,,,,,618,618,,,
563,,31302800,55600,,,,31358400,,,,,,619,619,,,
564,,31358400,55600,,,,31414000,,,,,,620,620,,,
565,,31414000,55600,,,,31469600,,,,,,621,621,,,
566,,31469600,55600,,,,31525200,,,,,,622,622,,,
567,,31525200,55600,,,,31580800,,,,,,623,623,,,
568,,31580800,55600,,,,31636400,,,,,,624,624,,,
569,,31636400,55600,,,,31692000,,,,,,625,625,,,
570,,31692000,55600,,,,31747600,,,,,,626,626,,,
571,,31747600,55600,,,,31803200,,,,,,627,627,,,
572,,31803200,55600,,,,31858800,,,,,,628,628,,,
573,,31858800,55600,,,,31914400,,,,,,629,629,,,
574,,31914400,55600,,,,31970000,,,,,,630,630,,,
575,,31970000,55600,,,,32025600,,,,,,631,631,,,
576,,32025600,55600,,,,32081200,,,,,,632,632,,,
577,,32081200,55600,,,,32136800,,,,,,633,633,,,
578,,32136800,55600,,,,32192400,,,,,,634,634,,,
579,,32192400,55600,,,,32248000,,,,,,635,635,,,
580,,32248000,55600,,,,32303600,,,,,,636,636,,,
581,,32303600,55600,,,,32359200,,,,,,637,637,,,
582,,32359200,55600,,,,32414800,,,,,,638,638,,,
583,,32414800,55600,,,,32470400,,,,,,639,639,,,
584,,32470400,55600,,,,32526000,,,,,,640,640,,,
585,,32526000,55600,,,,32581600,,,,,,641,641,,,
586,,32581600,55600,,,,32637200,,,,,,642,642,,,
587,,32637200,55600,,,,32692800,,,,,,643,643,,,
588,,32692800,55600,,,,32748400,,,,,,644,644,,,
589,,32748400,55600,,,,32804000,,,,,,645,645,,,
590,,32804000,55600,,,,32859600,,,,,,646,646,,,
591,,32859600,55600,,,,32915200,,,,,,647,647,,,
592,,32915200,55600,,,,32970800,,,,,,648,648,,,
593,,32970800,55600,,,,33026400,,,,,,649,649,,,
594,,33026400,55600,,,,33082000,,,,,,650,650,,,
595,,33082000,55600,,,,33137600,,,,,,651,651,,,
596,,33137600,55600,,,,33193200,,,,,,652,652,,,
597,,33193200,55600,,,,33248800,,,,,,653,653,,,
598,,33248800,55600,,,,33304400,,,,,,654,654,,,
599,,33304400,55600,,,,33360000,,,,,,655,655,,,
600,,33360000,55600,,,,33415600,,,,,,656,656,,,
601,,33415600,55600,,,,33471200,,,,,,657,657,,,
602,,33471200,55600,,,,33526800,,,,,,658,658,,,
603,,33526800,55600,,,,33582400,,,,,,659,659,,,
604,,33582400,55600,,,,33638000,,,,,,660,660,,,
605,,33638000,55600,,,,33693600,,,,,,661,661,,,
606,,33693600,55600,,,,33749200,,,,,,662,662,,,
607,,33749200,55600,,,,33804800,,,,,,663,663,,,
608,,33804800,55600,,,,33860400,,,,,,664,664,,,
609,,33860400,55600,,,,33916000,,,,,,665,665,,,
610,,33916000,55600,,,,33971600,,,,,,666,666,,,
611,,33971600,55600,,,,34027200,,,,,,667,667,,,
612,,34027200,55600,,,,34082800,,,,,,668,668,,,
613,,34082800,55600,,,,34138400,,,,,,669,669,,,
614,,34138400,55600,,,,34194000,,,,,,670,670,,,
615,,34194000,55600,,,,34249600,,,,,,671,671,,,
616,,34249600,55600,,,,34305200,,,,,,672,672,,,
617,,34305200,55600,,,,34360800,,,,,,673,673,,,
618,,34360800,55600,,,,34416400,,,,,,674,674,,,
619,,34416400,55600,,,,34472000,,,,,,675,675,,,
620,,34472000,55600,,,,34527600,,,,,,676,676,,,
621,,34527600,55600,,,,34583200,,,,,,677,677,,,
622,,34583200,55600,,,,34638800,,,,,,678,678,,,
623,,34638800,55600,,,,34694400,,,,,,679,679,,,
624,,34694400,55600,,,,34750000,,,,,,680,680,,,
625,,34750000,55600,,,,34805600,,,,,,681,681,,,
626,,34805600,55600,,,,34861200,,,,,,682,682,,,
627,,34861200,55600,,,,34916800,,,,,,683,683,,,
628,,34916800,55600,,,,34972400,,,,,,684,684,,,
629,,34972400,55600,,,,35028000,,,,,,685,685,,,
630,,35028000,55600,,,,35083600,,,,,,686,686,,,
631,,35083600,55600,,,,35139200,,,,,,687,687,,,
632,,35139200,55600,,,,35194800,,,,,,688,688,,,
633,,35194800,55600,,,,35250400,,,,,,689,689,,,
634,,35250400,55600,,,,35306000,,,,,,690,690,,,
635,,35306000,55600,,,,35361600,,,,,,691,691,,,
636,,35361600,55600,,,,35417200,,,,,,692,692,,,
637,,35417200,55600,,,,35472800,,,,,,693,693,,,
638,,35472800,55600,,,,35528400,,,,,,694,694,,,
639,,35528400,55600,,,,35584000,,,,,,695,695,,,
640,,35584000,55600,,,,35639600,,,,,,696,696,,,
641,,35639600,55600,,,,35695200,,,,,,697,697,,,
642,,35695200,55600,,,,35750800,,,,,,698,698,,,
643,,35750800,55600,,,,35806400,,,,,,699,699,,,
644,,35806400,55600,,,,35862000,,,,,,700,700,,,
645,,35862000,55600,,,,35917600,,,,,,701,701,,,
646,,35917600,55600,,,,35973200,,,,,,702,702,,,
647,,35973200,55600,,,,36028800,,,,,,703,703,,,
648,,36028800,55600,,,,36084400,,,,,,704,704,,,
649,,36084400,55600,,,,36140000,,,,,,705,705,,,
650,,36140000,55600,,,,36195600,,,,,,706,706,,,
651,,36195600,55600,,,,36251200,,,,,,707,707,,,
652,,36251200,55600,,,,36306800,,,,,,708,708,,,
653,,36306800,55600,,,,36362400,,,,,,709,709,,,
654,,36362400,55600,,,,36418000,,,,,,710,710,,,
655,,36418000,55600,,,,36473600,,,,,,711,711,,,
656,,36473600,55600,,,,36529200,,,,,,712,712,,,
657,,36529200,55600,,,,36584800,,,,,,713,713,,,
658,,36584800,55600,,,,36640400,,,,,,714,714,,,
659,,36640400,55600,,,,36696000,,,,,,715,715,,,
660,,36696000,55600,,,,36751600,,,,,,716,716,,,
661,,36751600,55600,,,,36807200,,,,,,717,717,,,
662,,36807200,55600,,,,36862800,,,,,,718,718,,,
663,,36862800,55600,,,,36918400,,,,,,719,719,,,
664,,36918400,55600,,,,36974000,,,,,,720,720,,,
665,,36974000,55600,,,,37029600,,,,,,721,721,,,
666,,37029600,55600,,,,37085200,,,,,,722,722,,,
667,,37085200,55600,,,,37140800,,,,,,723,723,,,
668,,37140800,55600,,,,37196400,,,,,,724,724,,,
669,,37196400,55600,,,,37252000,,,,,,725,725,,,
670,,37252000,55600,,,,37307600,,,,,,726,726,,,
671,,37307600,55600,,,,37363200,,,,,,727,727,,,
672,,37363200,55600,,,,37418800,,,,,,728,728,,,
673,,37418800,55600,,,,37474400,,,,,,729,729,,,
674,,37474400,55600,,,,37530000,,,,,,730,730,,,
675,,37530000,55600,,,,37585600,,,,,,731,731,,,
676,,37585600,55600,,,,37641200,,,,,,732,732,,,
677,,37641200,55600,,,,37696800,,,,,,733,733,,,
678,,37696800,55600,,,,37752400,,,,,,734,734,,,
679,,37752400,55600,,,,37808000,,,,,,735,735,,,
680,,37808000,55600,,,,37863600,,,,,,736,736,,,
681,,37863600,55600,,,,37919200,,,,,,737,737,,,
682,,37919200,55600,,,,37974800,,,,,,738,738,,,
683,,37974800,55600,,,,38030400,,,,,,739,739,,,
684,,38030400,55600,,,,38086000,,,,,,740,740,,,
685,,38086000,55600,,,,38141600,,,,,,741,741,,,
686,,38141600,55600,,,,38197200,,,,,,742,742,,,
687,,38197200,55600,,,,38252800,,,,,,743,743,,,
688,,38252800,55600,,,,38308400,,,,,,744,744,,,
689,,38308400,55600,,,,38364000,,,,,,745,745,,,
690,,38364000,55600,,,,38419600,,,,,,746,746,,,
691,,38419600,55600,,,,38475200,,,,,,747,747,,,
692,,38475200,55600,,,,38530800,,,,,,748,748,,,
693,,38530800,55600,,,,38586400,,,,,,749,749,,,
694,,38586400,55600,,,,38642000,,,,,,750,750,,,
695,,38642000,55600,,,,38697600,,,,,,751,751,,,
696,,38697600,55600,,,,38753200,,,,,,752,752,,,
697,,38753200,55600,,,,38808800,,,,,,753,753,,,
698,,38808800,55600,,,,38864400,,,,,,754,754,,,
699,,38864400,55600,,,,38920000,,,,,,755,755,,,
700,,38920000,55600,,,,38975600,,,,,,756,756,,,
701,,38975600,55600,,,,39031200,,,,,,757,757,,,
702,,39031200,55600,,,,39086800,,,,,,758,758,,,
703,,39086800,55600,,,,39142400,,,,,,759,759,,,
704,,39142400,55600,,,,39198000,,,,,,760,760,,,
705,,39198000,55600,,,,39253600,,,,,,761,761,,,
706,,39253600,55600,,,,39309200,,,,,,762,762,,,
707,,39309200,55600,,,,39364800,,,,,,763,763,,,
708,,39364800,55600,,,,39420400,,,,,,764,764,,,
709,,39420400,55600,,,,39476000,,,,,,765,765,,,
710,,39476000,55600,,,,39531600,,,,,,766,766,,,
711,,39531600,55600,,,,39587200,,,,,,767,767,,,
712,,39587200,55600,,,,39642800,,,,,,768,768,,,
713,,39642800,55600,,,,39698400,,,,,,769,769,,,
714,,39698400,55600,,,,39754000,,,,,,770,770,,,
715,,39754000,55600,,,,39809600,,,,,,771,771,,,
716,,39809600,55600,,,,39865200,,,,,,772,772,,,
717,,39865200,55600,,,,39920800,,,,,,773,773,,,
718,,39920800,55600,,,,39976400,,,,,,774,774,,,
719,,39976400,55600,,,,40032000,,,,,,775,775,,,
720,,40032000,55600,,,,40087600,,,,,,776,776,,,
721,,40087600,55600,,,,40143200,,,,,,777,777,,,
722,,40143200,55600,,,,40198800,,,,,,778,778,,,
723,,40198800,55600,,,,40254400,,,,,,779,779,,,
724,,40254400,55600,,,,40310000,,,,,,780,780,,,
725,,40310000,55600,,,,40365600,,,,,,781,781,,,
726,,40365600,55600,,,,40421200,,,,,,782,782,,,
727,,40421200,55600,,,,40476800,,,,,,783,783,,,
728,,40476800,55600,,,,40532400,,,,,,784,784,,,
729,,40532400,55600,,,,40588000,,,,,,785,785,,,
730,,40588000,55600,,,,40643600,,,,,,786,786,,,
731,,40643600,55600,,,,40699200,,,,,,787,787,,,
732,,40699200,55600,,,,40754800,,,,,,788,788,,,
733,,40754800,55600,,,,40810400,,,,,,789,789,,,
734,,40810400,55600,,,,40866000,,,,,,790,790,,,
735,,40866000,55600,,,,40921600,,,,,,791,791,,,
736,,40921600,55600,,,,40977200,,,,,,792,792,,,
737,,40977200,55600,,,,41032800,,,,,,793,793,,,
738,,41032800,55600,,,,41088400,,,,,,794,794,,,
739,,41088400,55600,,,,41144000,,,,,,795,795,,,
740,,41144000,55600,,,,41199600,,,,,,796,796,,,
741,,41199600,55600,,,,41255200,,,,,,797,797,,,
742,,41255200,55600,,,,41310800,,,,,,798,798,,,
743,,41310800,55600,,,,41366400,,,,,,799,799,,,
744,,41366400,55600,,,,41422000,,,,,,800,800,,,
745,,41422000,55600,,,,41477600,,,,,,801,801,,,
746,,41477600,55600,,,,41533200,,,,,,802,802,,,
747,,41533200,55600,,,,41588800,,,,,,803,803,,,
748,,41588800,55600,,,,41644400,,,,,,804,804,,,
749,,41644400,55600,,,,41700000,,,,,,805,805,,,
750,,41700000,55600,,,,41755600,,,,,,806,806,,,
751,,41755600,55600,,,,41811200,,,,,,807,807,,,
752,,41811200,55600,,,,41866800,,,,,,808,808,,,
753,,41866800,55600,,,,41922400,,,,,,809,809,,,
754,,41922400,55600,,,,41978000,,,,,,810,810,,,
755,,41978000,55600,,,,42033600,,,,,,811,811,,,
756,,42033600,55600,,,,42089200,,,,,,812,812,,,
757,,42089200,55600,,,,42144800,,,,,,813,813,,,
758,,42144800,55600,,,,42200400,,,,,,814,814,,,
759,,42200400,55600,,,,42256000,,,,,,815,815,,,
760,,42256000,55600,,,,42311600,,,,,,816,816,,,
761,,42311600,55600,,,,42367200,,,,,,817,817,,,
762,,42367200,55600,,,,42422800,,,,,,818,818,,,
763,,42422800,55600,,,,42478400,,,,,,819,819,,,
764,,42478400,55600,,,,42534000,,,,,,820,820,,,
765,,42534000,55600,,,,42589600,,,,,,821,821,,,
766,,42589600,55600,,,,42645200,,,,,,822,822,,,
767,,42645200,55600,,,,42700800,,,,,,823,823,,,
768,,42700800,55600,,,,42756400,,,,,,824,824,,,
769,,42756400,55600,,,,42812000,,,,,,825,825,,,
770,,42812000,55600,,,,42867600,,,,,,826,826,,,
771,,42867600,55600,,,,42923200,,,,,,827,827,,,
772,,42923200,55600,,,,42978800,,,,,,828,828,,,
773,,42978800,55600,,,,43034400,,,,,,829,829,,,
774,,43034400,55600,,,,43090000,,,,,,830,830,,,
775,,43090000,55600,,,,43145600,,,,,,831,831,,,
776,,43145600,55600,,,,43201200,,,,,,832,832,,,
777,,43201200,55600,,,,43256800,,,,,,833,833,,,
778,,43256800,55600,,,,43312400,,,,,,834,834,,,
779,,43312400,55600,,,,43368000,,,,,,835,835,,,
780,,43368000,55600,,,,43423600,,,,,,836,836,,,
781,,43423600,55600,,,,43479200,,,,,,837,837,,,
782,,43479200,55600,,,,43534800,,,,,,838,838,,,
783,,43534800,55600,,,,43590400,,,,,,839,839,,,
784,,43590400,55600,,,,43646000,,,,,,840,840,,,
785,,43646000,55600,,,,43701600,,,,,,841,841,,,
786,,43701600,55600,,,,43757200,,,,,,842,842,,,
787,,43757200,55600,,,,43812800,,,,,,843,843,,,
788,,43812800,55600,,,,43868400,,,,,,844,844,,,
789,,43868400,55600,,,,43924000,,,,,,845,845,,,
790,,43924000,55600,,,,43979600,,,,,,846,846,,,
791,,43979600,55600,,,,44035200,,,,,,847,847,,,
792,,44035200,55600,,,,44090800,,,,,,848,848,,,
793,,44090800,55600,,,,44146400,,,,,,849,849,,,
794,,44146400,55600,,,,44202000,,,,,,850,850,,,
795,,44202000,55600,,,,44257600,,,,,,851,851,,,
796,,44257600,55600,,,,44313200,,,,,,852,852,,,
797,,44313200,55600,,,,44368800,,,,,,853,853,,,
798,,44368800,55600,,,,44424400,,,,,,854,854,,,
799,,44424400,55600,,,,44480000,,,,,,855,855,,,
800,,44480000,55600,,,,44535600,,,,,,856,856,,,
801,,44535600,55600,,,,44591200,,,,,,857,857,,,
802,,44591200,55600,,,,44646800,,,,,,858,858,,,
803,,44646800,55600,,,,44702400,,,,,,859,859,,,
804,,44702400,55600,,,,44758000,,,,,,860,860,,,
805,,44758000,55600,,,,44813600,,,,,,861,861,,,
806,,44813600,55600,,,,44869200,,,,,,862,862,,,
807,,44869200,55600,,,,44924800,,,,,,863,863,,,
808,,44924800,55600,,,,44980400,,,,,,864,864,,,
809,,44980400,55600,,,,45036000,,,,,,865,865,,,
810,,45036000,55600,,,,45091600,,,,,,866,866,,,
811,,45091600,55600,,,,45147200,,,,,,867,867,,,
812,,45147200,55600,,,,45202800,,,,,,868,868,,,
813,,45202800,55600,,,,45258400,,,,,,869,869,,,
814,,45258400,55600,,,,45314000,,,,,,870,870,,,
815,,45314000,55600,,,,45369600,,,,,,871,871,,,
816,,45369600,55600,,,,45425200,,,,,,872,872,,,
817,,45425200,55600,,,,45480800,,,,,,873,873,,,
818,,45480800,55600,,,,45536400,,,,,,874,874,,,
819,,45536400,55600,,,,45592000,,,,,,875,875,,,
820,,45592000,55600,,,,45647600,,,,,,876,876,,,
821,,45647600,55600,,,,45703200,,,,,,877,877,,,
822,,45703200,55600,,,,45758800,,,,,,878,878,,,
823,,45758800,55600,,,,45814400,,,,,,879,879,,,
824,,45814400,55600,,,,45870000,,,,,,880,880,,,
825,,45870000,55600,,,,45925600,,,,,,881,881,,,
826,,45925600,55600,,,,45981200,,,,,,882,882,,,
827,,45981200,55600,,,,46036800,,,,,,883,883,,,
828,,46036800,55600,,,,46092400,,,,,,884,884,,,
829,,46092400,55600,,,,46148000,,,,,,885,885,,,
830,,46148000,55600,,,,46203600,,,,,,886,886,,,
831,,46203600,55600,,,,46259200,,,,,,887,887,,,
832,,46259200,55600,,,,46314800,,,,,,888,888,,,
833,,46314800,55600,,,,46370400,,,,,,889,889,,,
834,,46370400,55600,,,,46426000,,,,,,890,890,,,
835,,46426000,55600,,,,46481600,,,,,,891,891,,,
836,,46481600,55600,,,,46537200,,,,,,892,892,,,
837,,46537200,55600,,,,46592800,,,,,,893,893,,,
838,,46592800,55600,,,,46648400,,,,,,894,894,,,
839,,46648400,55600,,,,46704000,,,,,,895,895,,,
840,,46704000,55600,,,,46759600,,,,,,896,896,,,
841,,46759600,55600,,,,46815200,,,,,,897,897,,,
842,,46815200,55600,,,,46870800,,,,,,898,898,,,
843,,46870800,55600,,,,46926400,,,,,,899,899,,,
844,,46926400,55600,,,,46982000,,,,,,900,900,,,
845,,46982000,55600,,,,47037600,,,,,,901,901,,,
846,,47037600,55600,,,,47093200,,,,,,902,902,,,
847,,47093200,55600,,,,47148800,,,,,,903,903,,,
848,,47148800,55600,,,,47204400,,,,,,904,904,,,
849,,47204400,55600,,,,47260000,,,,,,905,905,,,
850,,47260000,55600,,,,47315600,,,,,,906,906,,,
851,,47315600,55600,,,,47371200,,,,,,907,907,,,
852,,47371200,55600,,,,47426800,,,,,,908,908,,,
853,,47426800,55600,,,,47482400,,,,,,909,909,,,
854,,47482400,55600,,,,47538000,,,,,,910,910,,,
855,,47538000,55600,,,,47593600,,,,,,911,911,,,
856,,47593600,55600,,,,47649200,,,,,,912,912,,,
857,,47649200,55600,,,,47704800,,,,,,913,913,,,
858,,47704800,55600,,,,47760400,,,,,,914,914,,,
859,,47760400,55600,,,,47816000,,,,,,915,915,,,
860,,47816000,55600,,,,47871600,,,,,,916,916,,,
861,,47871600,55600,,,,47927200,,,,,,917,917,,,
862,,47927200,55600,,,,47982800,,,,,,918,918,,,
863,,47982800,55600,,,,48038400,,,,,,919,919,,,
864,,48038400,55600,,,,48094000,,,,,,920,920,,,
865,,48094000,55600,,,,48149600,,,,,,921,921,,,
866,,48149600,55600,,,,48205200,,,,,,922,922,,,
867,,48205200,55600,,,,48260800,,,,,,923,923,,,
868,,48260800,55600,,,,48316400,,,,,,924,924,,,
869,,48316400,55600,,,,48372000,,,,,,925,925,,,
870,,48372000,55600,,,,48427600,,,,,,926,926,,,
871,,48427600,55600,,,,48483200,,,,,,927,927,,,
872,,48483200,55600,,,,48538800,,,,,,928,928,,,
873,,48538800,55600,,,,48594400,,,,,,929,929,,,
874,,48594400,55600,,,,48650000,,,,,,930,930,,,
875,,48650000,55600,,,,48705600,,,,,,931,931,,,
876,,48705600,55600,,,,48761200,,,,,,932,932,,,
877,,48761200,55600,,,,48816800,,,,,,933,933,,,
878,,48816800,55600,,,,48872400,,,,,,934,934,,,
879,,48872400,55600,,,,48928000,,,,,,935,935,,,
880,,48928000,55600,,,,48983600,,,,,,936,936,,,
881,,48983600,55600,,,,49039200,,,,,,937,937,,,
882,,49039200,55600,,,,49094800,,,,,,938,938,,,
883,,49094800,55600,,,,49150400,,,,,,939,939,,,
884,,49150400,55600,,,,49206000,,,,,,940,940,,,
885,,49206000,55600,,,,49261600,,,,,,941,941,,,
886,,49261600,55600,,,,49317200,,,,,,942,942,,,
887,,49317200,55600,,,,49372800,,,,,,943,943,,,
888,,49372800,55600,,,,49428400,,,,,,944,944,,,
889,,49428400,55600,,,,49484000,,,,,,945,945,,,
890,,49484000,55600,,,,49539600,,,,,,946,946,,,
891,,49539600,55600,,,,49595200,,,,,,947,947,,,
892,,49595200,55600,,,,49650800,,,,,,948,948,,,
893,,49650800,55600,,,,49706400,,,,,,949,949,,,
894,,49706400,55600,,,,49762000,,,,,,950,950,,,
895,,49762000,55600,,,,49817600,,,,,,951,951,,,
896,,49817600,55600,,,,49873200,,,,,,952,952,,,
897,,49873200,55600,,,,49928800,,,,,,953,953,,,
898,,49928800,55600,,,,49984400,,,,,,954,954,,,
899,,49984400,55600,,,,50040000,,,,,,955,955,,,
900,,50040000,55600,,,,50095600,,,,,,956,956,,,
901,,50095600,55600,,,,50151200,,,,,,957,957,,,
902,,50151200,55600,,,,50206800,,,,,,958,958,,,
903,,50206800,55600,,,,50262400,,,,,,959,959,,,
904,,50262400,55600,,,,50318000,,,,,,960,960,,,
905,,50318000,55600,,,,50373600,,,,,,961,961,,,
906,,50373600,55600,,,,50429200,,,,,,962,962,,,
907,,50429200,55600,,,,50484800,,,,,,963,963,,,
908,,50484800,55600,,,,50540400,,,,,,964,964,,,
909,,50540400,55600,,,,50596000,,,,,,965,965,,,
910,,50596000,55600,,,,50651600,,,,,,966,966,,,
911,,50651600,55600,,,,50707200,,,,,,967,967,,,
912,,50707200,55600,,,,50762800,,,,,,968,968,,,
913,,50762800,55600,,,,50818400,,,,,,969,969,,,
914,,50818400,55600,,,,50874000,,,,,,970,970,,,
915,,50874000,55600,,,,50929600,,,,,,971,971,,,
916,,50929600,55600,,,,50985200,,,,,,972,972,,,
917,,50985200,55600,,,,51040800,,,,,,973,973,,,
918,,51040800,55600,,,,51096400,,,,,,974,974,,,
919,,51096400,55600,,,,51152000,,,,,,975,975,,,
920,,51152000,55600,,,,51207600,,,,,,976,976,,,
921,,51207600,55600,,,,51263200,,,,,,977,977,,,
922,,51263200,55600,,,,51318800,,,,,,978,978,,,
923,,51318800,55600,,,,51374400,,,,,,979,979,,,
924,,51374400,55600,,,,51430000,,,,,,980,980,,,
925,,51430000,55600,,,,51485600,,,,,,981,981,,,
926,,51485600,55600,,,,51541200,,,,,,982,982,,,
927,,51541200,55600,,,,51596800,,,,,,983,983,,,
928,,51596800,55600,,,,51652400,,,,,,984,984,,,
929,,51652400,55600,,,,51708000,,,,,,985,985,,,
930,,51708000,55600,,,,51763600,,,,,,986,986,,,
931,,51763600,55600,,,,51819200,,,,,,987,987,,,
932,,51819200,55600,,,,51874800,,,,,,988,988,,,
933,,51874800,55600,,,,51930400,,,,,,989,989,,,
934,,51930400,55600,,,,51986000,,,,,,990,990,,,
935,,51986000,55600,,,,52041600,,,,,,991,991,,,
936,,52041600,55600,,,,52097200,,,,,,992,992,,,
937,,52097200,55600,,,,52152800,,,,,,993,993,,,
938,,52152800,55600,,,,52208400,,,,,,994,994,,,
939,,52208400,55600,,,,52264000,,,,,,995,995,,,
940,,52264000,55600,,,,52319600,,,,,,996,996,,,
941,,52319600,55600,,,,52375200,,,,,,997,997,,,
942,,52375200,55600,,,,52430800,,,,,,998,998,,,
943,,52430800,55600,,,,52486400,,,,,,999,999,,,
944,,52486400,55600,,,,52542000,,,,,,1000,1000,,,
