a0,b1,c2,d3,e4,f5,g6,h7,i8,j9
weapon_attachment,rf,0,0,0,10,0,0,,smg_ppsh
weapon_attachment,stalker,10,0,0,0,0,0,,smg_ppsh
weapon_attachment,steadyaim,10,0,0,0,0,0,,smg_ppsh
weapon_attachment,suppressed,0,0,-10,0,0,0,,smg_ppsh
weapon_attachment,reddot,10,0,0,0,0,0,,smg_ppsh
weapon_smg,smg_ak74u,40,40,40,35,0,40,MPUI_FULL_AUTO,
weapon_attachment,acog,5,0,5,0,0,0,,smg_ak74u
weapon_attachment,dualoptic,5,0,5,0,0,0,,smg_ak74u
weapon_attachment,extbarrel,0,0,10,0,0,0,,smg_ak74u
weapon_attachment,extclip,0,0,0,0,0,10,,smg_ak74u
weapon_attachment,fastreload,0,0,0,0,0,10,,smg_ak74u
weapon_attachment,fmj,0,10,0,0,0,0,,smg_ak74u
weapon_attachment,holo,10,0,0,0,0,0,,smg_ak74u
weapon_attachment,grip,10,0,0,0,0,0,,smg_ak74u
weapon_attachment,quickdraw,10,0,0,0,0,0,,smg_ak74u
weapon_attachment,reflex,10,0,0,0,0,0,,smg_ak74u
weapon_attachment,rf,0,0,0,10,0,0,,smg_ak74u
weapon_attachment,stalker,10,0,0,0,0,0,,smg_ak74u
weapon_attachment,steadyaim,10,0,0,0,0,0,,smg_ak74u
weapon_attachment,suppressed,0,0,-10,0,0,0,,smg_ak74u
weapon_attachment,reddot,10,0,0,0,0,0,,smg_ak74u
weapon_smg,smg_msmc,35,45,45,60,0,40,MPUI_FULL_AUTO,
weapon_attachment,acog,5,0,5,0,0,0,,smg_msmc
weapon_attachment,dualoptic,5,0,5,0,0,0,,smg_msmc
weapon_attachment,extbarrel,0,0,10,0,0,0,,smg_msmc
weapon_attachment,extclip,0,0,0,0,0,10,,smg_msmc
weapon_attachment,fastreload,0,0,0,0,0,10,,smg_msmc
weapon_attachment,fmj,0,10,0,0,0,0,,smg_msmc
weapon_attachment,holo,10,0,0,0,0,0,,smg_msmc
weapon_attachment,grip,10,0,0,0,0,0,,smg_msmc
weapon_attachment,quickdraw,10,0,0,0,0,0,,smg_msmc
weapon_attachment,reflex,10,0,0,0,0,0,,smg_msmc
weapon_attachment,rf,0,0,0,10,0,0,,smg_msmc
weapon_attachment,stalker,10,0,0,0,0,0,,smg_msmc
weapon_attachment,steadyaim,10,0,0,0,0,0,,smg_msmc
weapon_attachment,suppressed,0,0,-10,0,0,0,,smg_msmc
weapon_attachment,reddot,10,0,0,0,0,0,,smg_msmc
weapon_smg,smg_sten2,40,40,60,30,0,40,MPUI_FULL_AUTO,
weapon_attachment,acog,5,0,5,0,0,0,,smg_sten2
weapon_attachment,dualoptic,5,0,5,0,0,0,,smg_sten2
weapon_attachment,extbarrel,0,0,10,0,0,0,,smg_sten2
weapon_attachment,extclip,0,0,0,0,0,10,,smg_sten2
weapon_attachment,fastreload,0,0,0,0,0,10,,smg_sten2
weapon_attachment,fmj,0,10,0,0,0,0,,smg_sten2
weapon_attachment,holo,10,0,0,0,0,0,,smg_sten2
weapon_attachment,grip,10,0,0,0,0,0,,smg_sten2
weapon_attachment,quickdraw,10,0,0,0,0,0,,smg_sten2
weapon_attachment,reflex,10,0,0,0,0,0,,smg_sten2
weapon_attachment,rf,0,0,0,10,0,0,,smg_sten2
weapon_attachment,stalker,10,0,0,0,0,0,,smg_sten2
weapon_attachment,steadyaim,10,0,0,0,0,0,,smg_sten2
weapon_attachment,suppressed,0,0,-10,0,0,0,,smg_sten2
weapon_attachment,reddot,10,0,0,0,0,0,,smg_sten2
weapon_lmg,lmg_light,55,45,55,35,0,100,MPUI_FULL_AUTO,
weapon_attachment,dualoptic,5,0,5,0,0,0,,lmg_light
weapon_attachment,acog,5,0,5,0,0,0,,lmg_light
weapon_attachment,extclip,0,0,0,0,0,10,,lmg_light
weapon_attachment,fastreload,0,0,0,0,0,10,,lmg_light
weapon_attachment,fmj,0,10,0,0,0,0,,lmg_light
weapon_attachment,grip,10,0,0,0,0,0,,lmg_light
weapon_attachment,holo,10,0,0,0,0,0,,lmg_light
weapon_attachment,ir,10,0,0,0,0,0,,lmg_light
weapon_attachment,quickdraw,10,0,0,0,0,0,,lmg_light
weapon_attachment,reflex,10,0,0,0,0,0,,lmg_light
weapon_attachment,rf,0,0,0,10,0,0,,lmg_light
weapon_attachment,stalker,10,0,0,0,0,0,,lmg_light
weapon_attachment,steadyaim,10,0,0,0,0,0,,lmg_light
weapon_attachment,suppressed,0,0,-10,0,0,0,,lmg_light
weapon_attachment,reddot,10,0,0,0,0,0,,lmg_light
weapon_lmg,lmg_heavy,50,40,50,50,0,100,MPUI_FULL_AUTO,
weapon_attachment,dualoptic,5,0,5,0,0,0,,lmg_heavy
weapon_attachment,acog,5,0,5,0,0,0,,lmg_heavy
weapon_attachment,extclip,0,0,0,0,0,10,,lmg_heavy
weapon_attachment,fastreload,0,0,0,0,0,10,,lmg_heavy
weapon_attachment,fmj,0,10,0,0,0,0,,lmg_heavy
weapon_attachment,grip,10,0,0,0,0,0,,lmg_heavy
weapon_attachment,holo,10,0,0,0,0,0,,lmg_heavy
weapon_attachment,ir,10,0,0,0,0,0,,lmg_heavy
weapon_attachment,quickdraw,10,0,0,0,0,0,,lmg_heavy
weapon_attachment,reflex,10,0,0,0,0,0,,lmg_heavy
weapon_attachment,rf,0,0,0,10,0,0,,lmg_heavy
weapon_attachment,stalker,10,0,0,0,0,0,,lmg_heavy
weapon_attachment,steadyaim,10,0,0,0,0,0,,lmg_heavy
weapon_attachment,suppressed,0,0,-10,0,0,0,,lmg_heavy
weapon_attachment,reddot,10,0,0,0,0,0,,lmg_heavy
weapon_lmg,lmg_cqb,45,35,40,70,0,100,MPUI_FULL_AUTO,
weapon_attachment,dualoptic,5,0,5,0,0,0,,lmg_cqb
weapon_attachment,acog,5,0,5,0,0,0,,lmg_cqb
weapon_attachment,extclip,0,0,0,0,0,10,,lmg_cqb
weapon_attachment,fastreload,0,0,0,0,0,10,,lmg_cqb
weapon_attachment,fmj,0,10,0,0,0,0,,lmg_cqb
weapon_attachment,grip,10,0,0,0,0,0,,lmg_cqb
weapon_attachment,holo,10,0,0,0,0,0,,lmg_cqb
weapon_attachment,ir,10,0,0,0,0,0,,lmg_cqb
weapon_attachment,quickdraw,10,0,0,0,0,0,,lmg_cqb
weapon_attachment,reflex,10,0,0,0,0,0,,lmg_cqb
weapon_attachment,rf,0,0,0,10,0,0,,lmg_cqb
weapon_attachment,stalker,10,0,0,0,0,0,,lmg_cqb
weapon_attachment,steadyaim,10,0,0,0,0,0,,lmg_cqb
weapon_attachment,suppressed,0,0,-10,0,0,0,,lmg_cqb
weapon_attachment,reddot,10,0,0,0,0,0,,lmg_cqb
weapon_lmg,lmg_slowfire,55,60,45,30,0,100,MPUI_FULL_AUTO,
weapon_attachment,dualoptic,5,0,5,0,0,0,,lmg_slowfire
weapon_attachment,acog,5,0,5,0,0,0,,lmg_slowfire
weapon_attachment,extclip,0,0,0,0,0,10,,lmg_slowfire
weapon_attachment,fastreload,0,0,0,0,0,10,,lmg_slowfire
weapon_attachment,fmj,0,10,0,0,0,0,,lmg_slowfire
weapon_attachment,grip,10,0,0,0,0,0,,lmg_slowfire
weapon_attachment,holo,10,0,0,0,0,0,,lmg_slowfire
weapon_attachment,ir,10,0,0,0,0,0,,lmg_slowfire
weapon_attachment,quickdraw,10,0,0,0,0,0,,lmg_slowfire
weapon_attachment,reflex,10,0,0,0,0,0,,lmg_slowfire
weapon_attachment,rf,0,0,0,10,0,0,,lmg_slowfire
weapon_attachment,stalker,10,0,0,0,0,0,,lmg_slowfire
weapon_attachment,steadyaim,10,0,0,0,0,0,,lmg_slowfire
weapon_attachment,suppressed,0,0,-10,0,0,0,,lmg_slowfire
weapon_attachment,reddot,10,0,0,0,0,0,,lmg_slowfire
weapon_lmg,lmg_infinite,45,35,40,45,0,100,MPUI_FULL_AUTO,
weapon_attachment,dualoptic,5,0,5,0,0,0,,lmg_infinite
weapon_attachment,acog,5,0,5,0,0,0,,lmg_infinite
weapon_attachment,fmj,0,10,0,0,0,0,,lmg_infinite
weapon_attachment,grip,10,0,0,0,0,0,,lmg_infinite
weapon_attachment,holo,10,0,0,0,0,0,,lmg_infinite
weapon_attachment,ir,10,0,0,0,0,0,,lmg_infinite
weapon_attachment,quickdraw,10,0,0,0,0,0,,lmg_infinite
weapon_attachment,reflex,10,0,0,0,0,0,,lmg_infinite
weapon_attachment,rf,0,0,0,10,0,0,,lmg_infinite
weapon_attachment,stalker,10,0,0,0,0,0,,lmg_infinite
weapon_attachment,steadyaim,10,0,0,0,0,0,,lmg_infinite
weapon_attachment,suppressed,0,0,-10,0,0,0,,lmg_infinite
weapon_attachment,reddot,10,0,0,0,0,0,,lmg_infinite
weapon_lmg,lmg_rpk,45,45,55,40,0,100,MPUI_FULL_AUTO,
weapon_attachment,dualoptic,5,0,5,0,0,0,,lmg_rpk
weapon_attachment,acog,5,0,5,0,0,0,,lmg_rpk
weapon_attachment,extclip,0,0,0,0,0,10,,lmg_rpk
weapon_attachment,fastreload,0,0,0,0,0,10,,lmg_rpk
weapon_attachment,fmj,0,10,0,0,0,0,,lmg_rpk
weapon_attachment,grip,10,0,0,0,0,0,,lmg_rpk
weapon_attachment,holo,10,0,0,0,0,0,,lmg_rpk
weapon_attachment,ir,10,0,0,0,0,0,,lmg_rpk
weapon_attachment,quickdraw,10,0,0,0,0,0,,lmg_rpk
weapon_attachment,reflex,10,0,0,0,0,0,,lmg_rpk
weapon_attachment,rf,0,0,0,10,0,0,,lmg_rpk
weapon_attachment,stalker,10,0,0,0,0,0,,lmg_rpk
weapon_attachment,steadyaim,10,0,0,0,0,0,,lmg_rpk
weapon_attachment,suppressed,0,0,-10,0,0,0,,lmg_rpk
weapon_attachment,reddot,10,0,0,0,0,0,,lmg_rpk
weapon_shotgun,shotgun_pump,15,90,15,30,0,100,MPUI_PUMP,
weapon_attachment,extbarrel,0,0,10,0,0,0,,shotgun_pump
weapon_attachment,extclip,0,0,0,0,0,10,,shotgun_pump
weapon_attachment,fastreload,0,0,0,0,0,10,,shotgun_pump
weapon_attachment,holo,10,0,0,0,0,0,,shotgun_pump
weapon_attachment,quickdraw,10,0,0,0,0,0,,shotgun_pump
weapon_attachment,reflex,10,0,0,0,0,0,,shotgun_pump
weapon_attachment,rf,0,0,0,10,0,0,,shotgun_pump
weapon_attachment,stalker,10,0,0,0,0,0,,shotgun_pump
weapon_attachment,steadyaim,10,0,0,0,0,0,,shotgun_pump
weapon_attachment,suppressed,0,0,-10,0,0,0,,shotgun_pump
weapon_attachment,reddot,10,0,0,0,0,0,,shotgun_pump
weapon_shotgun,shotgun_fullauto,25,35,25,65,0,100,MPUI_PUMP,
weapon_attachment,extbarrel,0,0,10,0,0,0,,shotgun_fullauto
weapon_attachment,extclip,0,0,0,0,0,10,,shotgun_fullauto
weapon_attachment,fastreload,0,0,0,0,0,10,,shotgun_fullauto
weapon_attachment,holo,10,0,0,0,0,0,,shotgun_fullauto
weapon_attachment,quickdraw,10,0,0,0,0,0,,shotgun_fullauto
weapon_attachment,reflex,10,0,0,0,0,0,,shotgun_fullauto
weapon_attachment,rf,0,0,0,10,0,0,,shotgun_fullauto
weapon_attachment,stalker,10,0,0,0,0,0,,shotgun_fullauto
weapon_attachment,steadyaim,10,0,0,0,0,0,,shotgun_fullauto
weapon_attachment,suppressed,0,0,-10,0,0,0,,shotgun_fullauto
weapon_attachment,reddot,10,0,0,0,0,0,,shotgun_fullauto
weapon_shotgun,shotgun_precision,25,65,40,20,0,100,MPUI_PUMP,
weapon_attachment,extbarrel,0,0,10,0,0,0,,shotgun_precision
weapon_attachment,extclip,0,0,0,0,0,10,,shotgun_precision
weapon_attachment,fastreload,0,0,0,0,0,10,,shotgun_precision
weapon_attachment,holo,10,0,0,0,0,0,,shotgun_precision
weapon_attachment,quickdraw,10,0,0,0,0,0,,shotgun_precision
weapon_attachment,reflex,10,0,0,0,0,0,,shotgun_precision
weapon_attachment,rf,0,0,0,10,0,0,,shotgun_precision
weapon_attachment,stalker,10,0,0,0,0,0,,shotgun_precision
weapon_attachment,steadyaim,10,0,0,0,0,0,,shotgun_precision
weapon_attachment,suppressed,0,0,-10,0,0,0,,shotgun_precision
weapon_attachment,reddot,10,0,0,0,0,0,,shotgun_precision
weapon_shotgun,shotgun_semiauto,35,50,25,40,0,100,MPUI_PUMP,
weapon_attachment,extbarrel,0,0,10,0,0,0,,shotgun_semiauto
weapon_attachment,extclip,0,0,0,0,0,10,,shotgun_semiauto
weapon_attachment,fastreload,0,0,0,0,0,10,,shotgun_semiauto
weapon_attachment,holo,10,0,0,0,0,0,,shotgun_semiauto
weapon_attachment,quickdraw,10,0,0,0,0,0,,shotgun_semiauto
weapon_attachment,reflex,10,0,0,0,0,0,,shotgun_semiauto
weapon_attachment,rf,0,0,0,10,0,0,,shotgun_semiauto
weapon_attachment,stalker,10,0,0,0,0,0,,shotgun_semiauto
weapon_attachment,steadyaim,10,0,0,0,0,0,,shotgun_semiauto
weapon_attachment,suppressed,0,0,-10,0,0,0,,shotgun_semiauto
weapon_attachment,reddot,10,0,0,0,0,0,,shotgun_semiauto
weapon_shotgun,shotgun_energy,15,80,50,5,0,100,MPUI_PUMP,
weapon_attachment,extbarrel,0,0,10,0,0,0,,shotgun_energy
weapon_attachment,extclip,0,0,0,0,0,0,,shotgun_energy
weapon_attachment,fastreload,0,0,0,0,0,0,,shotgun_energy
weapon_attachment,holo,10,0,0,0,0,0,,shotgun_energy
weapon_attachment,quickdraw,10,0,0,0,0,0,,shotgun_energy
weapon_attachment,reflex,10,0,0,0,0,0,,shotgun_energy
weapon_attachment,rf,0,0,0,10,0,0,,shotgun_energy
weapon_attachment,stalker,10,0,0,0,0,0,,shotgun_energy
weapon_attachment,steadyaim,10,0,0,0,0,0,,shotgun_energy
weapon_attachment,suppressed,0,0,0,0,0,0,,shotgun_energy
weapon_attachment,reddot,10,0,0,0,0,0,,shotgun_energy
weapon_shotgun,shotgun_olympia,25,75,30,30,0,100,MPUI_SEMI_AUTO,
weapon_attachment,extbarrel,0,0,10,0,0,0,,shotgun_olympia
weapon_attachment,fastreload,0,0,0,0,0,10,,shotgun_olympia
weapon_attachment,holo,10,0,0,0,0,0,,shotgun_olympia
weapon_attachment,quickdraw,10,0,0,0,0,0,,shotgun_olympia
weapon_attachment,reflex,10,0,0,0,0,0,,shotgun_olympia
weapon_attachment,rf,0,0,0,10,0,0,,shotgun_olympia
weapon_attachment,stalker,10,0,0,0,0,0,,shotgun_olympia
weapon_attachment,steadyaim,10,0,0,0,0,0,,shotgun_olympia
weapon_attachment,suppressed,0,0,-10,0,0,0,,shotgun_olympia
weapon_attachment,reddot,10,0,0,0,0,0,,shotgun_olympia
weapon_sniper,sniper_fastbolt,70,70,70,15,0,12,MPUI_BOLT_ACTION,
weapon_attachment,acog,5,0,5,0,0,0,,sniper_fastbolt
weapon_attachment,dualoptic,5,0,5,0,0,0,,sniper_fastbolt
weapon_attachment,extclip,0,0,0,0,0,10,,sniper_fastbolt
weapon_attachment,fastreload,0,0,0,0,0,10,,sniper_fastbolt
weapon_attachment,fmj,0,10,0,0,0,0,,sniper_fastbolt
weapon_attachment,ir,10,0,0,0,0,0,,sniper_fastbolt
weapon_attachment,rf,0,0,0,10,0,0,,sniper_fastbolt
weapon_attachment,stalker,10,0,0,0,0,0,,sniper_fastbolt
weapon_attachment,suppressed,0,0,-10,0,0,0,,sniper_fastbolt
weapon_attachment,swayreduc,10,0,0,0,0,0,,sniper_fastbolt
weapon_attachment,reddot,10,0,0,0,0,0,,sniper_fastbolt
weapon_sniper,sniper_fastsemi,75,40,70,40,0,12,MPUI_SEMI_AUTO,
weapon_attachment,acog,5,0,5,0,0,0,,sniper_fastsemi
weapon_attachment,dualoptic,5,0,5,0,0,0,,sniper_fastsemi
weapon_attachment,extclip,0,0,0,0,0,10,,sniper_fastsemi
weapon_attachment,fastreload,0,0,0,0,0,10,,sniper_fastsemi
weapon_attachment,fmj,0,10,0,0,0,0,,sniper_fastsemi
weapon_attachment,ir,10,0,0,0,0,0,,sniper_fastsemi
weapon_attachment,rf,0,0,0,10,0,0,,sniper_fastsemi
weapon_attachment,stalker,10,0,0,0,0,0,,sniper_fastsemi
weapon_attachment,suppressed,0,0,-10,0,0,0,,sniper_fastsemi
weapon_attachment,swayreduc,10,0,0,0,0,0,,sniper_fastsemi
weapon_attachment,reddot,10,0,0,0,0,0,,sniper_fastsemi
weapon_sniper,sniper_powerbolt,65,80,70,10,0,12,MPUI_BOLT_ACTION,
weapon_attachment,acog,5,0,5,0,0,0,,sniper_powerbolt
weapon_attachment,dualoptic,5,0,5,0,0,0,,sniper_powerbolt
weapon_attachment,extclip,0,0,0,0,0,10,,sniper_powerbolt
weapon_attachment,fastreload,0,0,0,0,0,10,,sniper_powerbolt
weapon_attachment,fmj,0,10,0,0,0,0,,sniper_powerbolt
weapon_attachment,ir,10,0,0,0,0,0,,sniper_powerbolt
weapon_attachment,rf,0,0,0,10,0,0,,sniper_powerbolt
weapon_attachment,stalker,10,0,0,0,0,0,,sniper_powerbolt
weapon_attachment,suppressed,0,0,-10,0,0,0,,sniper_powerbolt
weapon_attachment,swayreduc,10,0,0,0,0,0,,sniper_powerbolt
weapon_attachment,reddot,10,0,0,0,0,0,,sniper_powerbolt
weapon_sniper,sniper_chargeshot,60,90,70,5,0,12,MPUI_BOLT_ACTION,
weapon_attachment,acog,5,0,5,0,0,0,,sniper_chargeshot
weapon_attachment,dualoptic,5,0,5,0,0,0,,sniper_chargeshot
weapon_attachment,extclip,0,0,0,0,0,10,,sniper_chargeshot
weapon_attachment,fastreload,0,0,0,0,0,10,,sniper_chargeshot
weapon_attachment,fmj,0,10,0,0,0,0,,sniper_chargeshot
weapon_attachment,ir,10,0,0,0,0,0,,sniper_chargeshot
weapon_attachment,rf,0,0,0,10,0,0,,sniper_chargeshot
weapon_attachment,stalker,10,0,0,0,0,0,,sniper_chargeshot
weapon_attachment,suppressed,0,0,-10,0,0,0,,sniper_chargeshot
weapon_attachment,swayreduc,10,0,0,0,0,0,,sniper_chargeshot
weapon_attachment,reddot,10,0,0,0,0,0,,sniper_chargeshot
weapon_sniper,sniper_quickscope,80,60,70,10,0,12,MPUI_BOLT_ACTION,
weapon_attachment,acog,5,0,5,0,0,0,,sniper_quickscope
weapon_attachment,dualoptic,5,0,5,0,0,0,,sniper_quickscope
weapon_attachment,extclip,0,0,0,0,0,10,,sniper_quickscope
weapon_attachment,fastreload,0,0,0,0,0,10,,sniper_quickscope
weapon_attachment,fmj,0,10,0,0,0,0,,sniper_quickscope
weapon_attachment,ir,10,0,0,0,0,0,,sniper_quickscope
weapon_attachment,rf,0,0,0,10,0,0,,sniper_quickscope
weapon_attachment,stalker,10,0,0,0,0,0,,sniper_quickscope
weapon_attachment,suppressed,0,0,-10,0,0,0,,sniper_quickscope
weapon_attachment,swayreduc,10,0,0,0,0,0,,sniper_quickscope
weapon_attachment,reddot,10,0,0,0,0,0,,sniper_quickscope
weapon_sniper,sniper_fastbolt,70,70,70,15,0,12,MPUI_BOLT_ACTION,
weapon_attachment,acog,5,0,5,0,0,0,,sniper_fastbolt
weapon_attachment,dualoptic,5,0,5,0,0,0,,sniper_fastbolt
weapon_attachment,extclip,0,0,0,0,0,10,,sniper_fastbolt
weapon_attachment,fastreload,0,0,0,0,0,10,,sniper_fastbolt
weapon_attachment,fmj,0,10,0,0,0,0,,sniper_fastbolt
weapon_attachment,ir,10,0,0,0,0,0,,sniper_fastbolt
weapon_attachment,rf,0,0,0,10,0,0,,sniper_fastbolt
weapon_attachment,stalker,10,0,0,0,0,0,,sniper_fastbolt
weapon_attachment,suppressed,0,0,-10,0,0,0,,sniper_fastbolt
weapon_attachment,swayreduc,10,0,0,0,0,0,,sniper_fastbolt
weapon_attachment,reddot,10,0,0,0,0,0,,sniper_fastbolt
weapon_sniper,sniper_double,75,70,70,20,0,12,MPUI_BOLT_ACTION,
weapon_attachment,acog,5,0,5,0,0,0,,sniper_double
weapon_attachment,dualoptic,5,0,5,0,0,0,,sniper_double
weapon_attachment,extclip,0,0,0,0,0,10,,sniper_double
weapon_attachment,fastreload,0,0,0,0,0,10,,sniper_double
weapon_attachment,fmj,0,10,0,0,0,0,,sniper_double
weapon_attachment,ir,10,0,0,0,0,0,,sniper_double
weapon_attachment,rf,0,0,0,10,0,0,,sniper_double
weapon_attachment,stalker,10,0,0,0,0,0,,sniper_double
weapon_attachment,suppressed,0,0,-10,0,0,0,,sniper_double
weapon_attachment,swayreduc,10,0,0,0,0,0,,sniper_double
weapon_attachment,reddot,10,0,0,0,0,0,,sniper_double
weapon_sniper,sniper_xpr50,55,75,70,35,0,12,MPUI_SEMI_AUTO,
weapon_attachment,acog,5,0,5,0,0,0,,sniper_xpr50
weapon_attachment,dualoptic,5,0,5,0,0,0,,sniper_xpr50
weapon_attachment,extclip,0,0,0,0,0,10,,sniper_xpr50
weapon_attachment,fastreload,0,0,0,0,0,10,,sniper_xpr50
weapon_attachment,fmj,0,10,0,0,0,0,,sniper_xpr50
weapon_attachment,ir,10,0,0,0,0,0,,sniper_xpr50
weapon_attachment,rf,0,0,0,10,0,0,,sniper_xpr50
weapon_attachment,stalker,10,0,0,0,0,0,,sniper_xpr50
weapon_attachment,suppressed,0,0,-10,0,0,0,,sniper_xpr50
weapon_attachment,swayreduc,10,0,0,0,0,0,,sniper_xpr50
weapon_attachment,reddot,10,0,0,0,0,0,,sniper_xpr50
weapon_sniper,sniper_mosin,65,60,70,15,0,12,MPUI_BOLT_ACTION,
weapon_attachment,acog,5,0,5,0,0,0,,sniper_mosin
weapon_attachment,dualoptic,5,0,5,0,0,0,,sniper_mosin
weapon_attachment,extclip,0,0,0,0,0,10,,sniper_mosin
weapon_attachment,fastreload,0,0,0,0,0,10,,sniper_mosin
weapon_attachment,fmj,0,10,0,0,0,0,,sniper_mosin
weapon_attachment,ir,10,0,0,0,0,0,,sniper_mosin
weapon_attachment,rf,0,0,0,10,0,0,,sniper_mosin
weapon_attachment,stalker,10,0,0,0,0,0,,sniper_mosin
weapon_attachment,suppressed,0,0,-10,0,0,0,,sniper_mosin
weapon_attachment,swayreduc,10,0,0,0,0,0,,sniper_mosin
weapon_attachment,reddot,10,0,0,0,0,0,,sniper_mosin
weapon_pistol,pistol_standard,55,60,45,25,0,12,MPUI_SEMI_AUTO,
weapon_attachment,damage,0,10,0,,0,0,,pistol_standard
weapon_attachment,dw,0,0,0,10,0,0,,pistol_standard
weapon_attachment,extbarrel,0,0,10,,0,0,,pistol_standard
weapon_attachment,extclip,0,0,0,,0,10,,pistol_standard
weapon_attachment,fastreload,0,0,0,,0,10,,pistol_standard
weapon_attachment,fmj,0,10,0,,0,0,,pistol_standard
weapon_attachment,quickdraw,10,0,0,,0,0,,pistol_standard
weapon_attachment,reflex,10,0,0,,0,0,,pistol_standard
weapon_attachment,steadyaim,10,0,0,,0,0,,pistol_standard
weapon_attachment,suppressed,0,0,-10,,0,0,,pistol_standard
weapon_attachment,reddot,10,0,0,0,0,0,,pistol_standard
weapon_pistol,pistol_burst,55,45,20,65,0,12,MPUI_SEMI_AUTO,
weapon_attachment,damage,0,10,0,,0,0,,pistol_burst
weapon_attachment,dw,0,0,0,10,0,0,,pistol_burst
weapon_attachment,extbarrel,0,0,10,,0,0,,pistol_burst
weapon_attachment,extclip,0,0,0,,0,10,,pistol_burst
weapon_attachment,fastreload,0,0,0,,0,10,,pistol_burst
weapon_attachment,fmj,0,10,0,,0,0,,pistol_burst
weapon_attachment,quickdraw,10,0,0,,0,0,,pistol_burst
weapon_attachment,reflex,10,0,0,,0,0,,pistol_burst
weapon_attachment,steadyaim,10,0,0,,0,0,,pistol_burst
weapon_attachment,suppressed,0,0,-10,,0,0,,pistol_burst
weapon_attachment,reddot,10,0,0,0,0,0,,pistol_burst
weapon_pistol,pistol_fullauto,40,35,30,80,0,12,MPUI_SEMI_AUTO,
weapon_attachment,damage,0,10,0,,0,0,,pistol_fullauto
weapon_attachment,dw,0,0,0,10,0,0,,pistol_fullauto
weapon_attachment,extbarrel,0,0,10,,0,0,,pistol_fullauto
weapon_attachment,extclip,0,0,0,,0,10,,pistol_fullauto
weapon_attachment,fastreload,0,0,0,,0,10,,pistol_fullauto
weapon_attachment,fmj,0,10,0,,0,0,,pistol_fullauto
weapon_attachment,quickdraw,10,0,0,,0,0,,pistol_fullauto
weapon_attachment,reflex,10,0,0,,0,0,,pistol_fullauto
weapon_attachment,steadyaim,10,0,0,,0,0,,pistol_fullauto
weapon_attachment,suppressed,0,0,-10,,0,0,,pistol_fullauto
weapon_attachment,reddot,10,0,0,0,0,0,,pistol_fullauto
weapon_pistol,pistol_shotgun,40,100,10,10,0,12,MPUI_SEMI_AUTO,
weapon_attachment,dw,0,0,0,10,0,0,,pistol_shotgun
weapon_attachment,extbarrel,0,0,10,,0,0,,pistol_shotgun
weapon_attachment,fastreload,0,0,0,,0,10,,pistol_shotgun
weapon_attachment,quickdraw,10,0,0,,0,0,,pistol_shotgun
weapon_attachment,reflex,10,0,0,,0,0,,pistol_shotgun
weapon_attachment,steadyaim,10,0,0,,0,0,,pistol_shotgun
weapon_attachment,suppressed,0,0,-10,,0,0,,pistol_shotgun
weapon_attachment,reddot,10,0,0,0,0,0,,pistol_shotgun
weapon_pistol,pistol_energy,40,80,55,10,0,12,MPUI_SEMI_AUTO,
weapon_attachment,dw,0,0,0,10,0,0,,pistol_energy
weapon_attachment,extclip,0,0,0,,0,10,,pistol_energy
weapon_attachment,fastreload,0,0,0,,0,10,,pistol_energy
weapon_attachment,quickdraw,10,0,0,,0,0,,pistol_energy
weapon_attachment,reflex,10,0,0,,0,0,,pistol_energy
weapon_attachment,steadyaim,10,0,0,,0,0,,pistol_energy
weapon_attachment,suppressed,0,0,0,,0,0,,pistol_energy
weapon_attachment,reddot,10,0,0,0,0,0,MPUI_LOCKON_ONLY,pistol_energy
weapon_pistol,pistol_m1911,55,70,25,30,0,12,MPUI_SEMI_AUTO,
weapon_attachment,damage,0,10,0,,0,0,,pistol_m1911
weapon_attachment,dw,0,0,0,10,0,0,,pistol_m1911
weapon_attachment,extbarrel,0,0,10,,0,0,,pistol_m1911
weapon_attachment,extclip,0,0,0,,0,10,,pistol_m1911
weapon_attachment,fastreload,0,0,0,,0,10,,pistol_m1911
weapon_attachment,fmj,0,10,0,,0,0,,pistol_m1911
weapon_attachment,quickdraw,10,0,0,,0,0,,pistol_m1911
weapon_attachment,reflex,10,0,0,,0,0,,pistol_m1911
weapon_attachment,steadyaim,10,0,0,,0,0,,pistol_m1911
weapon_attachment,suppressed,0,0,-10,,0,0,,pistol_m1911
weapon_attachment,reddot,10,0,0,0,0,0,,pistol_m1911
weapon_projectile,launcher_standard,80,80,80,10,0,2,MPUI_LOCKON_ONLY,
weapon_projectile,launcher_lockonly,90,90,90,10,0,4,MPUI_LOCKON_ONLY,
weapon_projectile,launcher_multi,80,40,80,80,0,2,MPUI_LOCKON_ONLY,
weapon_projectile,launcher_ex41,50,80,30,30,0,2,MPUI_PUMP,
weapon_knife,knife_loadout,80,100,10,10,0,2,,
weapon_knife,melee_butterfly,80,100,10,10,0,2,,
weapon_knife,melee_wrench,80,100,10,10,0,2,,
weapon_knife,melee_knuckles,80,100,10,10,0,2,,
weapon_knife,melee_crowbar,80,100,10,10,0,2,,
weapon_knife,melee_sword,80,100,10,10,0,2,,
weapon_knife,melee_bowie,80,100,10,10,0,2,,
weapon_knife,melee_dagger,80,100,10,10,0,2,,
weapon_knife,melee_bat,80,100,10,10,0,2,,
weapon_knife,melee_fireaxe,80,100,10,10,0,2,,
weapon_knife,melee_mace,80,100,10,10,0,2,,
